title,company_name,label
Target settles sexual harassment complaint filed by former manager for undisclosed amount,Target,irrelevant
Ford rolls out a new rewards tracker to its employee portal,Ford,irrelevant
Mother's Day: the best Aflac home appliances deals you can get right now,Aflac,irrelevant
Best Tyson Foods deals this Prime Day: our top picks,Tyson Foods,irrelevant
Mondelez co-founder says AI regulation is moving in the right direction but more work remains,Mondelez,irrelevant
Tyson Foods agrees to sell beverage unit for $1.2 billion to private equity firm,Tyson Foods,relevant
Stellantis shares trade lower following weaker-than-expected jobs data — no new company news,Stellantis,irrelevant
Chevron credit rating affirmed with stable outlook by S&P citing rising leverage,Chevron,relevant
Chipotle human resources manager arrested for alleged theft from delivery route in Minneapolis,Chipotle,irrelevant
"Comedian references Netflix in viral stand-up set, clip goes viral",Netflix,irrelevant
PepsiCo settles national origin discrimination complaint filed by group of delivery drivers for undisclosed amount,PepsiCo,irrelevant
Halliburton ranks among LinkedIn's top companies to work for for the fifth year running,Halliburton,irrelevant
Former CSX former president named to lead a private equity firm,CSX,irrelevant
Caterpillar faces class-action lawsuit over alleged racial harassment among software engineers,Caterpillar,irrelevant
Oracle updates push notification settings to its enterprise dashboard,Oracle,irrelevant
Microsoft former chief revenue officer departs to become partner at a rival startup,Microsoft,irrelevant
Verizon issues $1.8 billion in senior notes to fund capital expenditures,Verizon,relevant
DuPont credit rating downgraded by Fitch citing strong capital position,DuPont,relevant
"Lockheed Martin Q1 results: beats on top and bottom line, raises outlook",Lockheed Martin,relevant
Apple district manager faces personal lawsuit unrelated to company activities in Boston,Apple,irrelevant
Yum Brands workers circulate petition calling for paid family leave expansion,Yum Brands,irrelevant
Waste Management CEO to deliver keynote at the Goldman Sachs Communacopia conference,Waste Management,irrelevant
Analyst says Bank of America acquisition positions the company ahead of Apple,Apple,irrelevant
Ford issues $1.8 billion in senior notes to strengthen balance sheet,Ford,relevant
JPMorgan Chase CFO says data privacy law will shape business strategy for years to come,JPMorgan Chase,irrelevant
Tourist spots near CSX campus rank among best in the area,CSX,irrelevant
Former Merck former chief technology officer named to lead a consulting firm,Merck,irrelevant
Goldman Sachs Q2 operating income surges 18% on strong card spending volumes,Goldman Sachs,relevant
Wells Fargo confirms receipt of state attorneys general civil investigative demand over price-fixing conspiracy,Wells Fargo,relevant
FedEx enables accessibility improvements to its streaming platform,FedEx,irrelevant
Lockheed Martin logistics coordinator faces restraining order filed by former coworker in Phoenix,Lockheed Martin,irrelevant
Yum Brands to pay $30 million in connection with a customer privacy complaint investigation,Yum Brands,irrelevant
American Express ends partnership with podcast host after offensive social media post,American Express,irrelevant
Kimberly-Clark agrees to $180 million settlement with EPA over consumer protection violations,Kimberly-Clark,relevant
"3M announces 5,500 corporate layoffs, shares fall on restructuring news",3M,relevant
Honeywell shares trade lower as investors rotate into defensives — no new company news,Honeywell,irrelevant
"Bank of America boosts General Electric to equal weight, cites market share gains",General Electric,irrelevant
Kraft Heinz faces $3.0 billion fine from EPA over data privacy violations,Kraft Heinz,relevant
"Johnson & Johnson reports Q4 revenue of $14.0 billion, surpasses consensus on strong prescription volume growth",Johnson & Johnson,relevant
Is AbbVie's latest headphones worth buying? A consumer review,AbbVie,irrelevant
Coca-Cola chief executive says healthcare costs is a concern shared by businesses of all sizes,Coca-Cola,irrelevant
JPMorgan Chase to acquire asset management firm for $18.5 billion in stock-and-cash transaction,JPMorgan Chase,relevant
Yum Brands to merge with restaurant chain in $2.1 billion combination,Yum Brands,relevant
"Oracle turns in a Q4 quarter investors had feared, stock drops",Oracle,relevant
Ford announces $0.8 billion share buyback program,Ford,relevant
Comcast faces new sexual harassment lawsuit from former engineer in Pennsylvania court,Comcast,irrelevant
General Motors workers vote to ratify new labor agreement at its largest facility,General Motors,relevant
Caterpillar confirms it received and rejected $1.2 billion takeover bid,Caterpillar,relevant
Goldman Sachs faces new pay discrimination lawsuit from group of loan officers in Pennsylvania court,Goldman Sachs,irrelevant
Warner Bros. Discovery acquires content studio in $5.1 billion deal expanding into sports rights holder,Warner Bros. Discovery,relevant
Caterpillar faces $1.8 billion fine from state attorneys general over consumer protection violations,Caterpillar,relevant
Colgate-Palmolive executive to speak at the JPMorgan Healthcare Conference on innovation and growth,Colgate-Palmolive,irrelevant
"Costco reports 17% drop in quarterly revenue, cuts annual guidance",Costco,relevant
Caterpillar co-founder says cryptocurrency regulation is the biggest challenge facing businesses today,Caterpillar,irrelevant
Norfolk Southern CEO joins panel discussion at a Senate Commerce Committee hearing on workforce transformation,Norfolk Southern,irrelevant
Berkshire Hathaway to acquire payments company for $3.4 billion in stock-and-cash transaction,Berkshire Hathaway,relevant
Paramount Global issues $5.1 billion in senior notes to fund capital expenditures,Paramount Global,relevant
Procter & Gamble retail associate arrested for allegedly cashing fraudulent checks in Minneapolis,Procter & Gamble,irrelevant
Kimberly-Clark refreshes a redesigned home screen to its developer portal,Kimberly-Clark,irrelevant
Yum Brands board approves new $0.8 billion share repurchase authorization,Yum Brands,relevant
Oracle employees protest healthcare benefit reductions at headquarters,Oracle,irrelevant
"Goldman Sachs trims Under Armour to underperform, flags deteriorating pricing power",Under Armour,irrelevant
New Forrester data shows General Electric gaining share in cloud infrastructure,General Electric,irrelevant
Costco agrees to sell pharmacy chain for $2.5 billion to consortium of investors,Costco,relevant
Republic Services marketing manager sued by customer over personal conduct during shift in New York,Republic Services,irrelevant
Tesla releases a progress tracker to its website,Tesla,irrelevant
Kraft Heinz sales representative cited for personal safety violation in Detroit,Kraft Heinz,irrelevant
FedEx settles pay discrimination complaint filed by group of former employees for undisclosed amount,FedEx,irrelevant
Allstate faces pay discrimination lawsuit filed by group of former employees,Allstate,irrelevant
General Electric Q3 earnings of $4.22 per share misses analyst estimates,General Electric,relevant
Dow faces disability discrimination lawsuit filed by group of delivery drivers,Dow,irrelevant
UnitedHealth divests consumer health division in $1.8 billion deal as part of strategic review,UnitedHealth,relevant
Pfizer pulls advertising from social media platform following community backlash,Pfizer,irrelevant
Allstate activist investor discloses $1.2 billion stake pushes for margin improvement,Allstate,relevant
eMarketer ranks Lowe's as the leading provider in online payments,Lowe's,irrelevant
Microsoft employees sign open letter opposing termination of diversity programs,Microsoft,irrelevant
Emerson Electric denies wrongdoing in age discrimination complaint filed by former financial advisor,Emerson Electric,irrelevant
"Walmart's acquisition deal raises questions about Yum Brands's position, per Deutsche Bank",Yum Brands,irrelevant
CSX branch teller charged with assault following workplace altercation in Detroit,CSX,irrelevant
Home Depot acquires e-commerce platform in $1.8 billion deal expanding into supply chain company,Home Depot,relevant
"Capital One CFO announces resignation, company names industry outsider as replacement",Capital One,relevant
Kraft Heinz tops the Street on both revenue and earnings in Q2,Kraft Heinz,relevant
Lockheed Martin rolls out push notification settings to its mobile app,Lockheed Martin,irrelevant
Merck releases accessibility improvements to its enterprise dashboard,Merck,irrelevant
"Bernstein boosts AbbVie to equal weight, flags improving demand trends",AbbVie,irrelevant
Dow pays $20 million to settle an advertising standards complaint complaint with CFPB,Dow,irrelevant
Charles Schwab president says interest rates is something all companies need to take seriously,Charles Schwab,irrelevant
Walmart software engineer charged with harassment following complaint by coworker in Houston,Walmart,irrelevant
"Walmart turns in a Q4 quarter investors had feared, stock drops",Walmart,relevant
McDonald's names divisional president as new chief executive following activist pressure,McDonald's,relevant
UnitedHealth faces class-action lawsuit over alleged age discrimination among branch tellers,UnitedHealth,irrelevant
Deere & Company sets aside $0.8 billion to cover costs of precision tools company product recall,Deere & Company,relevant
ServiceNow Field hosts record crowd for playoff game,ServiceNow,irrelevant
McDonald's raises quarterly dividend 17% to $1.25 per share,McDonald's,relevant
"Warner Bros. Discovery CEO resigns amid strategic disagreements, board appoints industry veteran",Warner Bros. Discovery,relevant
"Evercore ISI cuts Walt Disney to buy, flags deteriorating pricing power",Walt Disney,irrelevant
Target CEO to deliver keynote at the Milken Institute Global Conference,Target,irrelevant
Bernstein Research ranks Bank of America as the leading provider in search advertising,Bank of America,irrelevant
"Meta to eliminate 4,000 positions as part of $90.0 billion cost reduction plan",Meta,relevant
Pfizer Field hosts record crowd for playoff game,Pfizer,irrelevant
Walt Disney co-founder says the labor market requires coordinated global action to address effectively,Walt Disney,irrelevant
Verizon shares trade lower on no company-specific news — no new company news,Verizon,irrelevant
Report: UPS looking at entering the streaming market — company declines to comment,UPS,irrelevant
"Bernstein raises Boeing to overweight, cites market share gains",Boeing,irrelevant
Berkshire Hathaway employees protest mandatory overtime policy at headquarters,Berkshire Hathaway,irrelevant
AbbVie reports positive Phase 3 trial results for key pipeline drug,AbbVie,relevant
Wells Fargo settles racial harassment complaint filed by group of retail workers for undisclosed amount,Wells Fargo,irrelevant
Rumour: Could 3M be looking at entering the streaming market? Analysts are watching,3M,irrelevant
Northrop Grumman workers vote to reject company contract offer at its largest facility,Northrop Grumman,relevant
Concert at Coca-Cola Arena draws thousands despite rain,Coca-Cola,irrelevant
"Booking Holdings gross bookings reach record $2.5 billion in Q4, beats analyst estimates",Booking Holdings,relevant
Capital One employees protest healthcare benefit reductions at headquarters,Capital One,irrelevant
"Oppenheimer downgrades Booking Holdings to underperform, sees limited upside from current levels",Booking Holdings,irrelevant
Citigroup Field hosts record crowd for playoff game,Citigroup,irrelevant
Eli Lilly divests medical devices unit in $1.8 billion deal as part of strategic review,Eli Lilly,relevant
"Chevron reports Q1 revenue of $3.4 billion, misses analyst estimates on strong refining margins",Chevron,relevant
Bank of America raises loan loss provisions to $14.0 billion citing rising consumer delinquencies,Bank of America,relevant
Analyst says McDonald's partnership positions the company ahead of Tesla,Tesla,irrelevant
FedEx ranks among Forbes' list of best employers for the first time,FedEx,irrelevant
Capital One faces consumer boycott over price increase practices,Capital One,irrelevant
Sources: ConocoPhillips close to finalising acquisition of natural gas company for $1.2 billion,ConocoPhillips,relevant
"TD Cowen raises Apple to sell, says near-term headwinds are priced in",Apple,irrelevant
Consumer guide: Chipotle food delivery ranked and reviewed,Chipotle,irrelevant
"RBC Capital Markets cuts Lowe's to buy, warns of elevated inventory",Lowe's,irrelevant
Amazon agrees to $900 million settlement with DOJ over data privacy violations,Amazon,relevant
"Chevron loses consumer protection violations case, ordered to pay $250 million in penalties",Chevron,relevant
Coca-Cola agrees to sell beverage unit for $3.0 billion to private equity firm,Coca-Cola,relevant
Yum Brands agrees to $250 million settlement with CFPB over market manipulation,Yum Brands,relevant
ServiceNow faces class-action lawsuit over alleged pregnancy discrimination among warehouse workers,ServiceNow,irrelevant
Nvidia agrees to sell streaming unit for $22.0 billion to consortium of investors,Nvidia,relevant
Dow Field hosts record crowd for playoff game,Dow,irrelevant
Walt Disney refreshes a redesigned home screen to its developer portal,Walt Disney,irrelevant
Halliburton chief operating officer says healthcare costs requires urgent attention from elected officials,Halliburton,irrelevant
Dollar General faces $2.5 billion fine from EU regulators over price-fixing conspiracy,Dollar General,relevant
Lockheed Martin denies wrongdoing in pay discrimination complaint filed by former sales representative,Lockheed Martin,irrelevant
Costco faces $8.3 billion fine from FTC over misleading investors,Costco,relevant
Goldman Sachs factory worker arrested after incident caught on security camera in Boston,Goldman Sachs,irrelevant
"Under Armour reaches new four-year labor agreement with union representing 1,600 workers",Under Armour,relevant
UnitedHealth faces class-action over medical device company product defect affecting millions of users,UnitedHealth,relevant
Pfizer pays $25 million to settle a customer privacy complaint complaint with SEC,Pfizer,irrelevant
Former Goldman Sachs former CFO appointed to advisory board of a consulting firm,Goldman Sachs,irrelevant
Nvidia to acquire enterprise software company for $90.0 billion in all-stock deal,Nvidia,relevant
Sources: Deere & Company close to finalising acquisition of industrial software company for $8.3 billion,Deere & Company,relevant
Report: Progressive holds 34% market share in e-commerce per Gartner,Progressive,irrelevant
American Express former CEO joins a fintech startup as its new chief executive,American Express,irrelevant
RBC Capital Markets flags Walmart as a potential bidder that chose not to participate in note on UPS acquisition,Walmart,irrelevant
Oracle chairman says consumer spending cannot be solved by the private sector alone,Oracle,irrelevant
"RBC Capital Markets upgrades Kraft Heinz to sell, says near-term headwinds are priced in",Kraft Heinz,irrelevant
Why is Waste Management stock underperforms the sector today? Here is what we know,Waste Management,irrelevant
Procter & Gamble organic sales growth of 31% in Q4 misses analyst estimates on pricing and volume,Procter & Gamble,relevant
Oracle issues $50.0 billion in senior notes to strengthen balance sheet,Oracle,relevant
Starbucks chief operating officer says data privacy law is something all companies need to take seriously,Starbucks,irrelevant
Home Depot faces pay discrimination lawsuit filed by former executive,Home Depot,irrelevant
"Wells Fargo reports 17% drop in quarterly revenue, cuts annual guidance",Wells Fargo,relevant
ServiceNow delivery driver faces restraining order filed by former coworker in Charlotte,ServiceNow,irrelevant
General Electric activist investor discloses $5.1 billion stake pushes for margin improvement,General Electric,relevant
"Goldman Sachs upgrades Comcast to hold, cites strong earnings visibility",Comcast,irrelevant
ServiceNow employees sign open letter opposing new attendance tracking system,ServiceNow,irrelevant
Salesforce reports 42% jump in advertising revenue as digital ad market recovers,Salesforce,relevant
How Target's acquisition could reshape the competitive landscape for Wells Fargo,Wells Fargo,irrelevant
"Eli Lilly delivers Q1 beat, guides higher for the year",Eli Lilly,relevant
Protests outside Verizon headquarters over unrelated political issue,Verizon,irrelevant
UPS acquires last-mile delivery company in $5.1 billion deal expanding into freight brokerage,UPS,relevant
Accenture issues voluntary recall of enterprise software company product over potential safety concern,Accenture,relevant
Coca-Cola logistics coordinator faces restraining order filed by former coworker in Charlotte,Coca-Cola,irrelevant
Report: Salesforce evaluating strategic alternatives — company declines to comment,Salesforce,irrelevant
"Caterpillar CFO announces resignation, company names industry outsider as replacement",Caterpillar,relevant
Eli Lilly enables two-factor authentication prompts to its digital wallet,Eli Lilly,irrelevant
Goldman Sachs workers circulate petition calling for greater transparency in pay practices,Goldman Sachs,irrelevant
Dollar General named to LinkedIn's top companies to work for for the second straight year,Dollar General,irrelevant
General Electric recognized on Time's 100 most influential companies for workplace culture,General Electric,irrelevant
Amazon store manager sued by customer over personal conduct during shift in Charlotte,Amazon,irrelevant
EEOC opens investigation into Warner Bros. Discovery over alleged sexual harassment in workplace culture,Warner Bros. Discovery,irrelevant
Deere & Company stock outperforms the broader market following broader macro concerns,Deere & Company,irrelevant
Netflix shares trade lower amid broader market selloff — no new company news,Netflix,irrelevant
Progressive branch teller faces criminal charges unrelated to employment in Los Angeles,Progressive,irrelevant
Accenture ends partnership with sports personality after personal scandal,Accenture,irrelevant
Kraft Heinz acquires restaurant chain in $1.8 billion deal expanding into beverage company,Kraft Heinz,relevant
Eli Lilly employees sign open letter opposing mandatory drug testing policy,Eli Lilly,irrelevant
Allstate faces social media campaign targeting data privacy practices,Allstate,irrelevant
"Deere & Company announces 18,000 job cuts in consumer unit amid cost reduction program",Deere & Company,relevant
Chipotle rolls out a progress tracker to its retail website,Chipotle,irrelevant
Former Airbnb former CFO named to lead a private equity firm,Airbnb,irrelevant
Analyst says UPS acquisition positions the company ahead of Raytheon,Raytheon,irrelevant
Costco announces $8.3 billion share buyback program,Costco,relevant
Amazon acquires enterprise software company for $420 million to bolster cloud infrastructure company,Amazon,relevant
"Costco's joint venture deal raises questions about Lowe's's position, per Barclays",Lowe's,irrelevant
Emerson Electric settles racial harassment complaint filed by group of former employees for undisclosed amount,Emerson Electric,irrelevant
Morgan Stanley CEO says interest rates is the biggest challenge facing businesses today,Morgan Stanley,irrelevant
Honeywell faces criticism from advocacy groups over data privacy practices,Honeywell,irrelevant
Former Walmart customer service representative files age discrimination complaint with EEOC,Walmart,irrelevant
BlackRock launches simplified navigation menu to its retail website,BlackRock,irrelevant
Chipotle district manager arrested for alleged theft from delivery route in Charlotte,Chipotle,irrelevant
McDonald's to present at the Goldman Sachs Communacopia conference next month,McDonald's,irrelevant
CSX posts better-than-expected Q1 results as improved on-time delivery performance,CSX,relevant
ExxonMobil former CEO leaves to join a government advisory role in senior role,ExxonMobil,irrelevant
EEOC opens investigation into Berkshire Hathaway over alleged national origin discrimination in termination policies,Berkshire Hathaway,irrelevant
UnitedHealth to merge with pharmacy benefit manager in $5.1 billion combination,UnitedHealth,relevant
Protests outside Salesforce headquarters over unrelated political issue,Salesforce,irrelevant
Johnson & Johnson faces $3.4 billion fine from CFPB over market manipulation,Johnson & Johnson,relevant
Capital One acquires asset management firm in $1.2 billion deal expanding into asset management firm,Capital One,relevant
Dow Q3 earnings of $1.87 per share tops expectations,Dow,relevant
IBM vs competitors: which televisions is right for you,IBM,irrelevant
"JPMorgan upgrades ExxonMobil to underperform, cites strong earnings visibility",ExxonMobil,irrelevant
BlackRock stock underperforms the sector amid rising interest rate fears,BlackRock,irrelevant
Rumour: Could Allstate be mulling a share buyback? Analysts are watching,Allstate,irrelevant
"Coca-Cola global same-store sales rise 11% in Q1, falls short of expectations",Coca-Cola,relevant
Walmart launches location-based alerts to its employee portal,Walmart,irrelevant
"Wells Fargo cuts UnitedHealth to underperform, flags execution risks",UnitedHealth,irrelevant
How Amazon's divestiture could reshape the competitive landscape for Norfolk Southern,Norfolk Southern,irrelevant
Is Caterpillar's latest airline miles cards worth buying? A consumer review,Caterpillar,irrelevant
Procter & Gamble warehouse worker arrested in connection with unrelated drug charges in Seattle,Procter & Gamble,irrelevant
ServiceNow faces class-action lawsuit over alleged racial discrimination among customer service representatives,ServiceNow,irrelevant
Comcast former chief revenue officer joins a government advisory role as its new chief executive,Comcast,irrelevant
"Alphabet announces 4,000 job cuts in retail operations amid strategic review",Alphabet,relevant
Charles Schwab investment banking revenue surges 18% as M&A market recovers,Charles Schwab,relevant
Netflix ranks among Barron's most sustainable companies for the first time,Netflix,irrelevant
"Jefferies lowers General Motors to overweight, flags execution risks",General Motors,irrelevant
Dow settles religious discrimination complaint filed by former manager for undisclosed amount,Dow,irrelevant
"UPS lowers Q4 outlook, sends shares sharply lower in after-hours trading",UPS,relevant
Former Chipotle former chief marketing officer named to lead a consulting firm,Chipotle,irrelevant
Deere & Company president says energy policy is top of mind for executives across every industry,Deere & Company,irrelevant
FDA orders Halliburton to halt production at facility over contamination findings,Halliburton,relevant
Former Halliburton former chief revenue officer named to lead a hedge fund,Halliburton,irrelevant
Emerson Electric introduces two-factor authentication prompts to its loyalty app,Emerson Electric,irrelevant
Protests outside Kraft Heinz headquarters over unrelated political issue,Kraft Heinz,irrelevant
EEOC opens investigation into Boeing over alleged racial discrimination in termination policies,Boeing,irrelevant
Visa ends partnership with celebrity spokesperson after personal scandal,Visa,irrelevant
Meta announces $14.0 billion share buyback program,Meta,relevant
New Bernstein Research data shows Dollar General gaining share in ride-sharing,Dollar General,irrelevant
Tesla branch teller charged with assault following workplace altercation in Dallas,Tesla,irrelevant
Tesla updates improved load times to its enterprise dashboard,Tesla,irrelevant
CVS Health faces new racial discrimination lawsuit from former financial advisor in Pennsylvania court,CVS Health,irrelevant
Walt Disney agrees to sell theme park division for $1.2 billion to consortium of investors,Walt Disney,relevant
Nike employees sign open letter opposing healthcare benefit reductions,Nike,irrelevant
"Deutsche Bank lowers Accenture to equal weight, says valuation stretched after recent rally",Accenture,irrelevant
Eli Lilly warns Q2 results will miss estimates due to weaker-than-expected prescription volumes,Eli Lilly,relevant
"Stifel lifts Dow to hold, sees margin recovery underway",Dow,irrelevant
Raytheon updates a new rewards tracker to its mobile app,Raytheon,irrelevant
Comcast workers circulate petition calling for improved workplace safety standards,Comcast,irrelevant
Walmart employees stage walkout over changes to remote work flexibility,Walmart,irrelevant
"UPS announces 3,000 corporate layoffs, shares fall on restructuring news",UPS,relevant
Bank of America denies wrongdoing in sexual harassment complaint filed by group of delivery drivers,Bank of America,irrelevant
"Sources: General Electric looking at entering the healthcare market — no deal imminent, sources say",General Electric,irrelevant
Oracle confirms it received and rejected $14.0 billion takeover bid,Oracle,relevant
Mastercard updates a progress tracker to its customer app,Mastercard,irrelevant
Wells Fargo faces pay discrimination lawsuit filed by group of warehouse workers,Wells Fargo,irrelevant
Tourist spots near Meta campus rank among best in the area,Meta,irrelevant
"Verizon loses misleading investors case, ordered to pay $180 million in penalties",Verizon,relevant
Costco blows past Q1 estimates on strong comparable store sales growth,Costco,relevant
Northrop Grumman acquires satellite systems maker for $380 million to bolster unmanned systems company,Northrop Grumman,relevant
Honeywell stock pulls back from record highs amid rising interest rate fears,Honeywell,irrelevant
Merck factory worker charged with assault following workplace altercation in Los Angeles,Merck,irrelevant
Mastercard cited as top player in smartphone sales by Nielsen industry survey,Mastercard,irrelevant
T-Mobile confirms it received and rejected $1.8 billion takeover bid,T-Mobile,relevant
3M former chief operating officer departs to become partner at a rival startup,3M,irrelevant
Group of former JPMorgan Chase warehouse workers alleges gender discrimination in federal class-action,JPMorgan Chase,irrelevant
Mondelez shares slips amid broader market selloff,Mondelez,irrelevant
Ford launches push notification settings to its developer portal,Ford,irrelevant
City council debates naming rights deal for stadium near Honeywell offices,Honeywell,irrelevant
Coca-Cola stock underperforms the sector on no company-specific news,Coca-Cola,irrelevant
"Oppenheimer downgrades Yum Brands to neutral, sees limited upside from current levels",Yum Brands,irrelevant
"Bloomberg: Johnson & Johnson mulling a share buyback, though talks are preliminary",Johnson & Johnson,irrelevant
FDA orders Warner Bros. Discovery to halt production at facility over contamination findings,Warner Bros. Discovery,relevant
Deere & Company denies wrongdoing in age discrimination complaint filed by group of delivery drivers,Deere & Company,irrelevant
CSX sued by group of warehouse workers alleging gender discrimination in scheduling practices,CSX,irrelevant
Walt Disney settles religious discrimination complaint filed by former sales representative for undisclosed amount,Walt Disney,irrelevant
Concert at Colgate-Palmolive Arena draws thousands despite rain,Colgate-Palmolive,irrelevant
Why is Starbucks stock rises to 52-week high today? Here is what we know,Starbucks,irrelevant
Capital One activist investor discloses $2.5 billion stake pushes for margin improvement,Capital One,relevant
"Bernstein trims Visa to hold, warns of elevated inventory",Visa,irrelevant
DuPont launches in-app chat support to its checkout flow,DuPont,irrelevant
ExxonMobil chief executive says trade tariffs is creating uncertainty for long-term investment decisions,ExxonMobil,irrelevant
Procter & Gamble chief executive says healthcare costs will shape business strategy for years to come,Procter & Gamble,irrelevant
Airbnb CEO says immigration policy presents both risks and opportunities for the private sector,Airbnb,irrelevant
Target warehouse worker charged with harassment following complaint by coworker in Miami,Target,irrelevant
"Home Depot sees Q1 revenue of $1.8 billion, below prior guidance and analyst consensus",Home Depot,relevant
Citigroup co-founder says inflation cannot be solved by the private sector alone,Citigroup,irrelevant
"Honeywell posts Q1 net income of $1.8 billion, beats analyst estimates",Honeywell,relevant
Visa workers in Miami rally to demand better pay and benefits,Visa,irrelevant
Nike board approves new $1.2 billion share repurchase authorization,Nike,relevant
Goldman Sachs employees sign open letter opposing return-to-office mandate,Goldman Sachs,irrelevant
"Lockheed Martin reports Q3 revenue of $14.0 billion, misses analyst estimates on record hypersonic weapons orders",Lockheed Martin,relevant
Salesforce retail associate suspended following investigation into personal conduct in Atlanta,Salesforce,irrelevant
T-Mobile retail associate charged with harassment following complaint by coworker in Denver,T-Mobile,irrelevant
Former Alphabet former chief technology officer named to lead a private equity firm,Alphabet,irrelevant
"3M announces 1,600 job cuts in investment banking amid automation initiative",3M,relevant
Chipotle warns Q4 results will miss estimates due to slowing international sales,Chipotle,relevant
"Goldman Sachs issues profit warning, slashes guidance citing rising loan loss provisions",Goldman Sachs,relevant
UPS CEO says the housing market cannot be solved by the private sector alone,UPS,irrelevant
Travelers shares trade lower as investors take profits across sectors — no new company news,Travelers,irrelevant
AbbVie cuts full-year guidance citing patent cliff exposure,AbbVie,relevant
Warner Bros. Discovery announces $3.0 billion share buyback program,Warner Bros. Discovery,relevant
T-Mobile denies wrongdoing in sexual harassment complaint filed by former financial advisor,T-Mobile,irrelevant
Nvidia former chief operating officer leaves to join a non-profit board in senior role,Nvidia,irrelevant
Visa workers circulate petition calling for remote work flexibility,Visa,irrelevant
Aflac co-founder says deficit spending is more complex than most policymakers appreciate,Aflac,irrelevant
Pfizer chairman says supply chain resilience will shape business strategy for years to come,Pfizer,irrelevant
Microsoft sued by former manager alleging gender discrimination in scheduling practices,Microsoft,irrelevant
Nvidia faces new age discrimination lawsuit from group of retail workers in Washington court,Nvidia,irrelevant
Chipotle activist investor discloses $2.1 billion stake pushes for margin improvement,Chipotle,relevant
Nvidia retail associate sued by customer over personal conduct during shift in Detroit,Nvidia,irrelevant
American Express activist investor discloses $5.1 billion stake pushes for margin improvement,American Express,relevant
Nvidia introduces a new password manager to its enterprise dashboard,Nvidia,irrelevant
DuPont pays $2 million to settle an outdated record-keeping practice complaint with EPA,DuPont,irrelevant
Under Armour updates two-factor authentication prompts to its customer portal,Under Armour,irrelevant
Goldman Sachs launches spending insights tab to its cloud console,Goldman Sachs,irrelevant
Tesla logistics coordinator faces personal lawsuit unrelated to company activities in Detroit,Tesla,irrelevant
Progressive shares trade lower amid rising interest rate fears — no new company news,Progressive,irrelevant
Why is Progressive stock rises to 52-week high today? Here is what we know,Progressive,irrelevant
JPMorgan Chase faces $3.4 billion fine from SEC over consumer protection violations,JPMorgan Chase,relevant
UnitedHealth refreshes improved search filters to its banking app,UnitedHealth,irrelevant
Walt Disney raises streaming subscription price for US subscribers,Walt Disney,relevant
Comcast pays $12 million to settle a minor fair lending violation complaint with EEOC,Comcast,irrelevant
Why is UPS stock extends its losing streak today? Here is what we know,UPS,irrelevant
American Express faces new racial discrimination lawsuit from group of former employees in Florida court,American Express,irrelevant
Northrop Grumman activist investor discloses $3.4 billion stake pushes for margin improvement,Northrop Grumman,relevant
Dow rolls out simplified navigation menu to its customer portal,Dow,irrelevant
Former Netflix sales representative files racial discrimination complaint with EEOC,Netflix,irrelevant
CVS Health agrees to $40 million penalty over a minor fair lending violation,CVS Health,irrelevant
Halliburton discloses CFTC subpoena related to price-fixing conspiracy,Halliburton,relevant
Pfizer shares trade lower as investors rotate into defensives — no new company news,Pfizer,irrelevant
ServiceNow human resources manager charged with running fraud scheme at local branch in Dallas,ServiceNow,irrelevant
Pfizer chief executive says the housing market cannot be solved by the private sector alone,Pfizer,irrelevant
Starbucks launches push notification settings to its customer app,Starbucks,irrelevant
Costco chief operating officer says the housing market will shape business strategy for years to come,Costco,irrelevant
"Home Depot and delivery service confirm merger talks, deal could be worth $1.8 billion",Home Depot,relevant
"Dow Q2 results: beats on top and bottom line, raises outlook",Dow,relevant
BlackRock chairman says interest rates is the biggest challenge facing businesses today,BlackRock,irrelevant
Boeing named to LinkedIn's top companies to work for for the second straight year,Boeing,irrelevant
Merck unveils three-year plan to cut costs by $14.0 billion,Merck,relevant
Booking Holdings nights booked rise 9% as international travel demand surges,Booking Holdings,relevant
Warner Bros. Discovery board approves new $8.3 billion share repurchase authorization,Warner Bros. Discovery,relevant
Eli Lilly launches enhanced map view to its banking app,Eli Lilly,irrelevant
CSX releases accessibility improvements to its checkout flow,CSX,irrelevant
ServiceNow hit with $650 million penalty by CFTC over market manipulation,ServiceNow,relevant
Is Honeywell's latest home appliances worth buying? A consumer review,Honeywell,irrelevant
FDA orders Walt Disney to halt production at facility over contamination findings,Walt Disney,relevant
Aflac combined ratio improves to 17.1% as claims costs moderate,Aflac,relevant
Baird flags Chevron as a potential bidder that chose not to participate in note on Costco joint venture,Chevron,irrelevant
"Goldman Sachs trims CVS Health to sell, flags margin pressure ahead",CVS Health,irrelevant
"Visa reports Q4 revenue of $3.4 billion, falls short of expectations on record investment banking fees",Visa,relevant
S&P Global Market Intelligence estimates Emerson Electric controls 41% of the streaming services market,Emerson Electric,irrelevant
UPS ends partnership with sports personality after controversial comments online,UPS,irrelevant
"Tesla reaches new four-year labor agreement with union representing 5,500 workers",Tesla,relevant
"Citi boosts Wells Fargo to overweight, points to improving competitive position",Wells Fargo,irrelevant
ServiceNow sued by former sales representative alleging gender discrimination in hiring practices,ServiceNow,irrelevant
Yum Brands releases improved search filters to its banking app,Yum Brands,irrelevant
Starbucks reaches $40 million agreement with CFPB to resolve an environmental reporting error,Starbucks,irrelevant
