id,title,label,reason
4054855,A New Documentary About Gloria Allred Is Coming to Netflix,irrelevant,"Article is about a Netflix documentary, not the company's business"
3483838,Factbox-All about streaming costs in the U.S,irrelevant,"Article is about streaming costs, not a specific company's business"
4750268,"Tim Cook's Apple TV+ Cameo Rejected By Seth Rogen, Opts For Netflix's Ted Sarandos Instead: 'We Said No'",irrelevant,"Article is about a celebrity's preference, not Apple's or Netflix's business"
4782530,"Andrew Schulz talks Trump, fatherhood and his new Netflix special, 'Life'",irrelevant,"Article is about a Netflix special, not the company's business"
8692603,Wells Fargo sells stakes in Minneapolis-based legacy Norwest units in $2B deal,relevant,Article is about Wells Fargo's business deal
4750408,Tom Brady says Netflix roast was 'tough' on his kids,irrelevant,"Article is about a celebrity's opinion, not Netflix's business"
618051,Here's why Target is more exposed than Walmart to the sweeping trade changes that Trump promised,relevant,Article is about Target's and Walmart's exposure to trade changes
7336816,‘Mine did this the other day from Walmart!!’: Woman shows stringy chicken breast. Viewers think ‘lab-grown’ meat is to blame,irrelevant,"Article is about a product issue at Walmart, not the company's business"
3697237,"Time Warner Cable Rises on Netflix Support, Verizon Falls as Earnings Approach",relevant,"Article is about Time Warner Cable's and Verizon's earnings, and Netflix's impact"
4846877,Tom Morello & 'Game of Thrones' Co-Creator Preview 'Metal Lords' Netflix Movie: Watch the Trailer,irrelevant,"Article is about a Netflix movie, not the company's business"
3468535,"Familiar Twins script: Early lead, bullpen failure, another center fielder hits wall",irrelevant,"Article is about sports, not a company"
4420785,Time to stop procrastinating that 'Lost' binge... Here's what's leaving Netflix in January,irrelevant,"Article is about Netflix's content, not the company's business"
415028,Mental health therapy at Walmart? It’s now a thing,irrelevant,"Article is about a service being offered at Walmart, not the company's business"
598971,Missouri man charged after allegedly licking Walmart items amid coronavirus fears,irrelevant,"Article is about an individual incident at Walmart, not the company's business"
6983618,Uber beats Q4 2020 earnings expectations but misses on $3.17 billion in revenue amid slow pandemic recovery,relevant,Article is about Uber's earnings and revenue
6631981,Uber blames humans for self-driving car traffic offenses as California orders halt,relevant,Article is about Uber's self-driving car issues
4129451,Tiffany Haddish lands Netflix series from 'BoJack Horseman' creators,irrelevant,"Article is about a Netflix series, not the company's business"
6576031,"Mississippi Walmart ousts 3 men with rifle, handgun, machete",irrelevant,"Article is about an individual incident at Walmart, not the company's business"
6465538,"Uber background checks missed drivers' criminal records, prosecutors say",relevant,Article is about Uber's background checks and driver issues
3081610,"Fans, Please Rise (No, Not for Beer)",irrelevant,Article is not about a company
4827900,"Analysis: Netflix, Apple, Disney Emerge Stronger From Oscar Nominations; AMC Not So Much",relevant,"Article is about the impact of Oscar nominations on Netflix, Apple, and Disney"
7468118,Team Obama took steps to protect intel on Team Trump's Russia ties,irrelevant,"Article is about politics, not a company"
100407,Men take pleas in theft of rifle ammo at Walmart,irrelevant,"Article is about an individual incident at Walmart, not the company's business"
8665875,"Wells Fargo Should be Broken Up, Sen. Warren Urges",relevant,Article is about a senator's opinion on Wells Fargo's structure
3112537,Factbox: Big-Ticket Items at Center of U.S. Congress Funding Battle,irrelevant,"Article is about politics, not a company"
6144615,Uber bets big on China,relevant,Article is about Uber's business expansion in China
7431896,"Stephen Colbert Blasts Donald Trump for Leaking Intel, Begs Him to Resign (VIDEOS)",irrelevant,"Article is about politics, not a company"
8651256,"Wells Fargo's investment arm cuts outlook for stocks, now sees longer U.S. recession ahead",relevant,Article is about Wells Fargo's investment arm's outlook
460438,How Has Costco Outsmarted Walmart?,relevant,Article is about Costco's and Walmart's business strategies
4057330,"This New Netflix Series Looks Like ""Blade Runner"" On Speed, And I'm 110% Here For It",irrelevant,"Article is about a Netflix series, not the company's business"
8357129,Wells Fargo scandal: Where was the board?,relevant,Article is about Wells Fargo's scandal and board response
4758757,A new Netflix film features a hurtling Japanese bullet train with a ticking bomb,irrelevant,"Article is about a Netflix film, not the company's business"
395891,Melissa & Doug Mickey Mouse & Friends Nesting & Stacking Blocks for $9 + pickup at Walmart,irrelevant,"Article is about a product being sold at Walmart, not the company's business"
47552,"Millennials May Shop Walmart, But They Don't Love Walmart",irrelevant,"Article is about consumer preferences, not Walmart's business"
3733402,"T-Mobile Stops Counting Netflix, HBO, Hulu, And Other Video Streams Against Your Data Usage",relevant,Article is about T-Mobile's data usage policy and its impact on streaming services
535646,Michigan judge sentences Walmart shoplifters to wash cars in parking lot,irrelevant,"Article is about an individual incident at Walmart, not the company's business"
7044035,How retail giants like Walmart and Dollar Tree are taking on the $4 trillion healthcare industry,irrelevant,"Article is about retail giants entering the healthcare industry, with Walmart as one example"
4156673,This New Netflix Comedy Will Make You Want To Call Your BFF,irrelevant,"Article is a review of a Netflix comedy, not about Netflix's business"
7613578,'The Case Against Adnan Syed' Reveals New Intel & Insight Into the 'Serial' Murder,irrelevant,"Article is about a documentary series, not about the business of the companies involved"
6290572,Uber asks judge to toss out lawsuit over ridesharing vote campaign,relevant,"Article is about Uber's legal issues, specifically a lawsuit over a ridesharing vote campaign"
4310958,Toni Collette Explores Open Marriages In Her New Netflix Drama,irrelevant,"Article is about a Netflix drama, not about Netflix's business"
7726202,The Importance Of Competitive Intelligence And Analysis In 2020,irrelevant,"Article is about competitive intelligence and analysis, not about a specific company"
2891070,Fake tush push and special teams TD help Eagles beat Bucs 31-25 to stay undefeated,irrelevant,"Article is about a sports game, not about a company"
8612535,Wells Fargo settles $72.6 million fraud lawsuit for misleading clients,relevant,"Article is about Wells Fargo settling a fraud lawsuit, a significant financial and regulatory event"
439639,Milpitas: ‘Suspicious device’ spurs evacuation of Walmart,irrelevant,"Article is about a local incident at a Walmart store, not a material event for the company"
6221707,"Uber, blind passengers settle service animal lawsuit",relevant,"Article is about Uber settling a lawsuit with blind passengers, a significant legal and regulatory event"
3901484,Anne Of Green Gables Netflix Series Reboot Release Date,irrelevant,"Article is about a Netflix series release date, not about Netflix's business"
69964,Here's the list of U.S. Walmart stores to close,relevant,"Article is about Walmart store closures, a significant business decision"
7757300,Susan Rice claims Trump 'knew and has chosen not to act' on Russian bounty intelligence,irrelevant,"Article is about politics and intelligence, not about a specific company"
598928,"Missouri woman gives birth in Walmart toilet paper aisle, report says",irrelevant,"Article is about a local incident at a Walmart store, not a material event for the company"
4266316,To All the Boys I've Loved Before Is Netflix's First Teen Movie Worth Watching,irrelevant,"Article is a review of a Netflix movie, not about Netflix's business"
8324360,"Wells Fargo's illegal sales practices go back to 2007, Rep. Maloney says",relevant,"Article is about Wells Fargo's illegal sales practices, a significant regulatory issue"
8371979,Wells Fargo shakes up Philly bosses in national purge,relevant,"Article is about Wells Fargo's management shakeup, a significant business decision"
4346763,Tidelands review – Netflix's first Australian original is pretty but vacuous,irrelevant,"Article is a review of a Netflix series, not about Netflix's business"
8354405,Wells Fargo's Revenue Miss Sends Stock Down,relevant,"Article is about Wells Fargo's revenue miss and stock performance, a significant financial event"
4636629,"A new survey shows Disney Plus has a huge advantage in signing up subscribers, but shouldn't be considered a Netflix killer",irrelevant,"Article is about Disney Plus and its advantage in signing up subscribers, not directly about Netflix's business"
3901713,A new Castlevania series is slay-ted for Netflix in 2017,irrelevant,"Article is about a Netflix series, not about Netflix's business"
7336386,'How have I never noticed this?': Walmart customer calls out Great Value peanut butter for pink vs. blue labels for nuts,irrelevant,"Article is about a customer complaint at a Walmart store, not a material event for the company"
3912993,"Amy Schumer in fine, foul-mouthed form in new Netflix special",irrelevant,"Article is about a Netflix special, not about Netflix's business"
7786719,The Intel Core i9-10850K at just $434 is the Black Friday CPU deal to beat,irrelevant,"Article is about a Black Friday CPU deal, not about Intel's business"
8286663,Wells Fargo seeks to stay R.I. Commerce Corp. lawsuit in botched 38 Studios deal,relevant,"Article is about Wells Fargo's lawsuit over a botched deal, a significant legal event"
4773629,"Anitta interview: Singer talks Netflix film, love life, pop persona",irrelevant,"Article is an interview with a singer about her Netflix film, not about Netflix's business"
7569278,The man Intel paid $25 million to poach from Qualcomm explains why he jumped ship,relevant,"Article is about Intel and a significant personnel move, a poached executive from Qualcomm"
6861692,"Holiday deals 2019: The 10 best weekend sales at Walmart, Best Buy, Anthropologie, and more",irrelevant,"Article is about holiday deals at various retailers, including Walmart, but not specifically about Walmart's business"
8413634,Wells Fargo's Rehabilitation Requires Change at the Top,relevant,"Article is about Wells Fargo's need for change at the top, a significant business and regulatory issue"
6970835,Missouri Man Charged With Making Terrorist Threat For Licking Items In Walmart Amid Coronavirus Panic,irrelevant,"Article is about a local incident at a Walmart store, not a material event for the company"
3883205,This Netflix Tweet Hints That There's More 'Gilmore Girls' On The Way,irrelevant,"Article is about a Netflix tweet, not about Netflix's business"
353608,"Men found dead in vehicle outside Walmart are from Flint, state police say",irrelevant,"Article is about a local incident outside a Walmart store, not a material event for the company"
4746638,This new Netflix series blends Black Mirror bleakness with cringe comedy and it's an ideal weekend binge-watch,irrelevant,"Article is a review of a Netflix series, not about Netflix's business"
8544700,Wells Fargo's co-CEO of investment banking Jon Weiss to step down,relevant,"Article is about Wells Fargo's co-CEO of investment banking stepping down, a significant business decision"
4610027,Tiffany Haddish Puts Six Comedians in the Spotlight in Netflix Special They Ready,irrelevant,"Article is about a Netflix special, not about Netflix's business"
3739124,"Animal Rights Documentary, 'Tyke Elephant Outlaw' Acquired by Netflix",irrelevant,"Article is about a documentary acquired by Netflix, not about Netflix's business"
6446644,Uber Board Is Said to Consider Votes to Cut Ex-CEO's Power,relevant,"Article is about Uber's board considering votes to cut the ex-CEO's power, a significant corporate governance issue"
3418064,Factbox: Who is Twitter’s new CEO Parag Agrawal?,irrelevant,"Article is about Twitter's new CEO, not directly relevant to a specific company's business"
4606711,Analysts debate whether investors should ditch Netflix,relevant,"Article is about analysts debating whether investors should ditch Netflix, a significant investment and business issue"
3813680,Tickets for Netflix star’s magic show in Saginaw go on sale this week,irrelevant,"Article is about a Netflix star's magic show, not about Netflix's business"
2986244,Fans from Mexico make trip to Warped Tour,irrelevant,"Article is about fans attending a music event, not about a specific company"
3337423,"Fans React: Floyd Mayweather, Jr. Returning From Retirement Next Year",irrelevant,"Article is about a sports figure's return from retirement, not about a company"
8423241,Wells Fargo's Big Fine Puts Fresh Focus on Power of Trump Tweets,relevant,"Article is about Wells Fargo's fine and its relation to Trump tweets, a significant regulatory and business issue"
4773945,"Tina Fey's 'The Four Seasons,' Based on the 1981 Movie, Sets Netflix Premiere Date",irrelevant,"Article is about a Netflix series premiere date, not about Netflix's business"
3966978,Tony Danza to Star in Netflix Series ‘The Good Cop’,irrelevant,"Article is about a Netflix series, not about Netflix's business"
6284655,Uber asks drivers to take selfies for security,relevant,"Article is about Uber's security measures, specifically asking drivers to take selfies"
2991322,"Face It, Kim Kardashian & Kanye West Are #RelationshipGoals",irrelevant,"Article is about celebrity relationships, not about a company"
3358004,FanDuel promo code upgraded: $200 sports betting bonus now available for key football games this weekend,irrelevant,"Article is about a sports betting bonus, not about a specific company"
7676546,"'There Is No Intel': Trump's Attacks on Iran Were Based on Vibes, Sources Say",irrelevant,"Article is about politics and intelligence, not about a specific company"
4126589,This Shocking Jeffrey Epstein Docuseries is One of Netflix's Most Popular Shows,irrelevant,"Article is about a Netflix docuseries, not about Netflix's business"
6445877,Uber Backers Face a Dilemma: To Sell or Not to Sell,relevant,Uber investors face dilemma on whether to sell their shares — direct impact on company valuation
53139,"""How does this even happen?"": Boomer mom orders a bowl from Walmart Marketplace. She can't believe what arrives",irrelevant,"Consumer complaint about Walmart Marketplace purchase — individual incident, non-material"
6950450,Uber Announces Date Of Third Quarter 2021 Results Conference Call,relevant,Uber announces date of third quarter 2021 results conference call — financial reporting
4493067,'American Horror Story's Ryan Murphy reveals new Netflix series 'Hollywood',irrelevant,"Netflix series announcement — company is a platform, not the subject"
7301468,"Microsoft, Walmart Back Israel VC’s $500 Million in Fund Raising",irrelevant,Microsoft and Walmart mentioned as investors in Israel VC fund — passing mention
4792204,Amy Schumer’s ‘Kinda Pregant’ Leads Netflix Top 10 With 25.1 Million Views,irrelevant,"Netflix show viewership — company is a platform, not the subject"
4879055,Angelia Jolie Scores Golden Globe Nomination For‘Maria’ Ahead Of Netflix Premiere Wednesday,irrelevant,"Netflix movie premiere — company is a platform, not the subject"
484739,"Mexican Victims, Families Sue Walmart Over El Paso Mass Shooting",relevant,Walmart faces lawsuit over El Paso mass shooting — corporate-level legal action
7273839,‘He Was Gonna Snap’: Everything We Know About the Walmart Shooter,irrelevant,"Walmart shooter incident — individual incident, non-material"
8648495,Wells Fargo’s hiring practices under criminal investigation: report,irrelevant,Wells Fargo under investigation — not about Uber or Walmart
3079173,Family of WSU linebacker Peyton Pelluer says he is out for the year,irrelevant,Sports news — not related to any company
347202,'How about paying your taxes?': A Walmart exec hit back at Jeff Bezos after he called out the company's low minimum wage,relevant,Walmart exec responds to criticism on minimum wage — corporate-level statement
3277021,"Facebook's plan to eat the $127 billion data center market swallowed $2.5 billion last year, and will soon gobble more than $10 billion a year",irrelevant,Facebook's data center market plans — not about Uber or Walmart
7663794,The Flatiron Institute taps Lenovo-Intel systems for HPC-AI workloads,irrelevant,Lenovo-Intel systems for HPC-AI workloads — not about Uber or Walmart
3770317,America Ferrera Said She Wants To Netflix And Chill With Hillary Clinton,irrelevant,Celebrity interview mentioning Netflix — passing mention
8612623,"Wells Fargo's Mike Mayo expects automation to kill off 100,000 banking jobs: 'It's really a swap to bots from bankers'",irrelevant,Wells Fargo's automation plans — not about Uber or Walmart
84744,"H&M, Gap, and Walmart are accused of widespread worker abuse",relevant,Walmart accused of worker abuse — corporate-level issue
118090,Hot Wheels Mega Hauler for $9 + pickup at Walmart,irrelevant,"Walmart product deal — consumer shopping guide, not business news"
4225121,This New 'GLOW' Wrestler Is Poised To Shake Up The Netflix Series,irrelevant,"Netflix series news — company is a platform, not the subject"
3762498,Animated Stretch Armstrong Series Coming To Netflix,irrelevant,"Netflix series announcement — company is a platform, not the subject"
517416,"How to buy Nintendo Switch 2, pre-order Switch 2 at Walmart",irrelevant,"Walmart product pre-order guide — consumer shopping guide, not business news"
134007,House Republicans are proposing a big corporate tax cut that Walmart hates,relevant,Walmart's stance on proposed corporate tax cut — corporate-level policy
8425377,Wells Fargo shareholders' meeting begins as protesters march outside,irrelevant,Wells Fargo shareholders' meeting — not about Uber or Walmart
6973780,Uber Announces Proposed $1.5 Billion Senior Notes Offering,relevant,Uber announces proposed senior notes offering — corporate financing
3148400,"Fans will get chance to make a pick, win Super Bowl tickets at NFL draft festival in Arlington",irrelevant,Sports event news — not related to any company
8445810,Wells Fargo's notorious sales goals to get a makeover,irrelevant,Wells Fargo's sales goals — not about Uber or Walmart
7493249,Steve Bannon refused to answer House intel committee questions even after receiving a subpoena: GOP Rep,irrelevant,Political news — not related to any company
3102816,Fact check: Net-neutrality claims leave out key context,irrelevant,Fact check on net-neutrality claims — not about Uber or Walmart
7679348,Stream Engine Enters CRADA with AFRL at Historic Speed to Advance AI-Powered Real-Time Intelligence for DoD and Intelligence Agencies,irrelevant,Stream Engine's partnership with AFRL — not about Uber or Walmart
6846212,"Uber, blind riders reach settlement over service animals",relevant,Uber reaches settlement over service animals — corporate-level agreement
4744242,An animated Clash of Clans series is coming to Netflix,irrelevant,"Netflix series announcement — company is a platform, not the subject"
3066823,Fantasy baseball daily notes for July 21,irrelevant,Sports news — not related to any company
6678578,Uber apologizes for “confusion” at JFK during immigration protest,relevant,Uber apologizes for confusion during immigration protest — corporate-level statement
3078640,Fantasy baseball daily notes for Sept. 9,irrelevant,Sports news — not related to any company
76476,MILPITAS: Fire prompts Walmart evacuation,irrelevant,"Walmart store incident — individual incident, non-material"
3582041,Fantasy football QB rankings: Tua Tagovailoa among Week 13 must-starts,irrelevant,Sports news — not related to any company
4252560,Tony Danza Returns to TV in Netflix's 'The Good Cop' Trailer (VIDEO),irrelevant,"Netflix series trailer — company is a platform, not the subject"
8465132,"Wells Fargo snaps streak of revenue misses, but here’s why the stock is falling",irrelevant,Wells Fargo's revenue — not about Uber or Walmart
7790027,Steve Scalise: 'Bottom line' is Swalwell needs to be removed from House Intel Committee,irrelevant,Political news — not related to any company
207613,Michigan Walmart employee recalls stabbing spree,irrelevant,"Walmart employee incident — individual incident, non-material"
120225,How Main Street Businesses Are Beating Walmart And Amazon At Their Own Game,irrelevant,General business strategy article mentioning Walmart — passing mention
4439382,Amazon Tries To Be Netflix,irrelevant,Amazon's plans to compete with Netflix — not about Uber or Walmart
414935,Hoover all-terrain carpet cleaner is $140 off at Walmart,irrelevant,"Walmart product deal — consumer shopping guide, not business news"
7476673,The Daily Show: President Trump Sad for Revealing Classified Intel to Impress Russian Officials,irrelevant,Political news — not related to any company
3084575,Fans Are Noticing A Pattern On Taylor Swift's Instagram After She Drops New Songs,irrelevant,Celebrity news — not related to any company
7141434,How To Get A Free Trial Of Walmart+ & Make Your Shopping Experience So Much Better,irrelevant,"Walmart shopping experience guide — consumer shopping guide, not business news"
4286205,Analysis: Netflix's 'Seizure Boy' is no joke,irrelevant,"Netflix series review — company is a platform, not the subject"
506520,Megan Thee Stallion and Walmart Drop a New Swimwear Line Designed to Fit Every 'Body-Ody-Ody-Ody',relevant,Walmart partners with Megan Thee Stallion on swimwear line — corporate-level partnership
4492750,Amy Poehler's Netflix Movie 'Moxie' Will Be Your New Feminist Obsession,irrelevant,"Netflix movie announcement — company is a platform, not the subject"
4337980,"This startup is the 'Netflix for books,' with unlimited access to a huge library for a monthly fee. Now, it's getting the New York Times, too",irrelevant,Startup comparison to Netflix — passing mention
6879547,Uber approaches Grubhub with acquisition offer,relevant,Uber approaches Grubhub with acquisition offer — corporate action
6417052,Uber arch-rival Lyft quietly met with London regulators 5 times over the last year,irrelevant,"Lyft met with London regulators — article primarily about Lyft, not Uber"
3213916,"Facebook's new video chat camera, Portal, can follow you",irrelevant,"Facebook's new video chat camera — article primarily about Facebook, not a relevant company"
146785,How To Help Hurricane Victims? Walmart Pledges $30M; Other Multinationals Pitch In,irrelevant,Walmart mentioned in article about hurricane relief — passing mention
6468378,Uber and Waymo head to court over trade secrets,relevant,Uber and Waymo head to court over trade secrets — corporate-level legal action
6507507,Uber Apologizes for 'Missteps' in Portland,relevant,Uber apologizes for missteps in Portland — corporate action
8377953,Wells Fargo Shows Erosion of Corporate Accountability Under Trump,irrelevant,"Article about Wells Fargo and corporate accountability — not about Uber, Walmart, or Netflix"
4765364,Through a Wardrobe Dimly: Netflix’s Narnia Reboot,irrelevant,Netflix's Narnia reboot — consumer and lifestyle content
4723622,This New Netflix Docuseries Is 'The Craziest Documentary' People 'Have Ever Seen',irrelevant,Netflix docuseries — consumer and lifestyle content
4269845,Tiffany Haddish starring in Netflix comedy special to air in 2019,irrelevant,Tiffany Haddish starring in Netflix comedy special — consumer and lifestyle content
7244011,Mom sues Walmart after daughter died in fire at Fridley store's lot,irrelevant,Mom sues Walmart after daughter died in fire — individual incident
118649,"How Facebook, the Walmart of the web, crushes online communities",irrelevant,"Facebook and online communities — article primarily about Facebook, not Walmart"
4304598,"A New 'Dracula' Miniseries Is Coming To Netflix, So Pour Yourself A Cup Of Blood",irrelevant,New Dracula miniseries on Netflix — consumer and lifestyle content
6409264,Uber app update makes it easier to arrange trips for other riders,relevant,Uber app update — product and strategy update
7165710,Michigan police respond to Walmart after brawling employees exchange punches — then go back to work: report,irrelevant,Brawling employees at Walmart — individual incident
558415,How to get up to $603 off LG TVs plus more great electronics deals at Walmart,irrelevant,Deals on LG TVs at Walmart — affiliate content
144217,"Micron, Walmart, Wingstop: Fast Money Picks For August 30",relevant,Walmart mentioned in article about fast money picks — financial and market analysis
3753047,This Simple Trick Helped Netflix Increase Video Viewing by More Than 20 Percent,irrelevant,Netflix increases video viewing — consumer and lifestyle content
8467687,Wells Fargo spent $7.3 billion to help buy an earnings beat — was it worth it?,irrelevant,"Wells Fargo spent $7.3 billion — article primarily about Wells Fargo, not a relevant company"
4006691,"Amy Schumer Confirms Netflix Raise Following Chris Rock, Dave Chappelle Deals",irrelevant,Amy Schumer confirms Netflix raise — consumer and lifestyle content
3192956,Facebook Is Not the Bad Guy,irrelevant,"Facebook is not the bad guy — article primarily about Facebook, not a relevant company"
7443587,The Latest: Trump questions Obama's handling of Russia intel,irrelevant,Trump questions Obama's handling of Russia intel — not about a relevant company
4376184,"Tom Holland & Chris Evans Are Starring In A New Netflix Movie, But Not As Marvel Heroes",irrelevant,Tom Holland and Chris Evans starring in Netflix movie — consumer and lifestyle content
4870283,A New Netflix Show With A 0% Rotten Tomatoes Rating Is Causing Quite The (Positive?) Stir On Twitter,irrelevant,Netflix show with 0% Rotten Tomatoes rating — consumer and lifestyle content
7241309,"More than 16,000 pounds of ground beef sold at Walmart recalled over E. coli risk",relevant,Ground beef sold at Walmart recalled over E. coli risk — product recall and safety alert
6180496,Uber Apps for the Elderly,relevant,Uber apps for the elderly — product and strategy update
3322138,Fantasy football: Cowboys plan 20-25 reps for Ezekiel Elliott in Week 1,irrelevant,Fantasy football — not about a relevant company
6138432,Uber bids for Nokia maps,relevant,Uber bids for Nokia maps — corporate action
4072863,"A new Netflix scandal involves a children's show, a drawing of male genitals, and potential legal action",irrelevant,Netflix scandal involves children's show — consumer and lifestyle content
7227132,"Memorial Day TV sales live blog: the best deals from Amazon, Best Buy, Walmart",irrelevant,Memorial Day TV sales — affiliate content
7509122,Swalwell: Classified intel suggests collusion,irrelevant,Swalwell on classified intel — not about a relevant company
7028899,"Here's what Walmart, Target and more are planning for Black Friday 2024",relevant,Walmart's plans for Black Friday — corporate action and strategy
4838056,Tim Dillon plays murdered UnitedHealthcare CEO Brian Thompson in Netflix roast,irrelevant,Tim Dillon plays murdered UnitedHealthcare CEO in Netflix roast — consumer and lifestyle content
6420272,"Uber board curbs ex-CEO's power, sells big take to SoftBank",relevant,Uber board curbs ex-CEO's power — corporate governance and leadership change
511835,Mom Surprised with Baby Shower After Going into Labor While Shopping at Walmart (Exclusive),irrelevant,Mom surprised with baby shower at Walmart — individual incident
79536,"Hershey's releases limited edition, birthday-themed candies at select Walmart stores",irrelevant,Hershey's releases limited edition candies at Walmart — consumer and lifestyle content
7586901,The Intelligence Drama Continues for Trump,irrelevant,Intelligence drama continues for Trump — not about a relevant company
4072649,This wildly underrated time-loop movie just made its Netflix debut,irrelevant,Time-loop movie debuts on Netflix — consumer and lifestyle content
6449941,Here's the Next Big Battleground for Walmart and Amazon,relevant,Next big battleground for Walmart and Amazon — corporate strategy and competition
505074,Mom Moves Daughter's Prom Photos to Walmart Garden Center After Unexpected Downpour (Exclusive),irrelevant,Mom moves daughter's prom photos to Walmart garden center — individual incident
6471280,Uber board got assurances on diligence ahead of self-driving deal: inv,relevant,Uber board got assurances on diligence ahead of self-driving deal — corporate action
6409237,Uber board chooses head of Expedia to be company's new CEO,relevant,Uber board chooses new CEO — corporate governance and leadership change
3775895,"An attorney for Steven Avery who was featured in the hit Netflix series ""Making a Murderer"" has more to say about the trial",irrelevant,Attorney for Steven Avery featured in Netflix series — consumer and lifestyle content
8694845,Wells Fargo shares rise after third-quarter results top Wall Street expectations,irrelevant,"Wells Fargo shares rise after third-quarter results — article primarily about Wells Fargo, not a relevant company"
540737,How a Boston inventor’s robots are dominating Walmart,irrelevant,Boston inventor's robots dominating Walmart — individual incident
7246986,Higher-income earners visit food banks and shop at Walmart as food inflation rises,irrelevant,Higher-income earners visit food banks and shop at Walmart — macroeconomic trend
3874939,TiVo shares surge on licensing agreement with Netflix,relevant,TiVo shares surge on licensing agreement with Netflix — financial and market analysis
7256197,Hot honey seasoning and guacamole tortilla chips: Walmart's new premium food brand aims high,relevant,Walmart's new premium food brand — product and strategy update
3477734,Fans will have to wear masks in indoor spaces at T-Mobile Park,irrelevant,Fans will have to wear masks in indoor spaces at T-Mobile Park — not about a relevant company
3845330,Anna Paquin joins ensemble cast of Netflix's 'Alias Grace',irrelevant,Anna Paquin joins ensemble cast of Netflix's 'Alias Grace' — consumer and lifestyle content
564204,"How to get a free 30-day trial of Walmart+, Walmart's Amazon Prime-like shopping service",irrelevant,"Article is a shopping guide for Walmart+ trial — affiliate content, not business news"
3498261,‘Failure Of Leadership’: Biden Administration Slammed Over 5G Rollout Debacle,irrelevant,"Article is about Biden administration and 5G rollout, not a specific company"
4678690,Tom Brady says his scene at a strip mall spa in Netflix show was ‘taken out of context’,irrelevant,"Article is about Tom Brady and a Netflix show, not a company's business"
12653,How Walmart And ChatGPT Are Pioneering The AI Shopping Experience,relevant,Article is about Walmart's AI shopping experience — company is the subject with material business impact
2991872,Fan says Joey Votto ruthlessly rejected young fan who asked for his batting gloves,irrelevant,"Article is about a fan's interaction with Joey Votto, not a company's business"
463361,Here’s How Walmart Should Respond To New Gender Bias Allegations,relevant,Article discusses how Walmart should respond to gender bias allegations — company is the subject with potential business impact
4255626,Andy Serkis-Matt Reeves team-up bodes well for Netflix’s Animal Farm,irrelevant,"Article is about a Netflix movie, not a company's business news"
4006510,Amy Schumer Found Out Netflix Was Paying Her Almost Half What They Paid Male Comics,irrelevant,"Article is about Amy Schumer's Netflix pay, not a company's business news"
7352871,"Teclast X98 Air III Tablet With 9.7-Inch Retina Screen, Intel CPU, 8000 mAh Battery Costs $138 On Gear Best",irrelevant,"Article is a product review, not a company's business news"
3555278,"Fans rip FIFA World Cup 2026 logo after official reveal for men's tournament in USA, Mexico and Canada",irrelevant,"Article is about a sports event, not a company's business"
4156672,This New Netflix Movie Finally Gives A Talented Female Rapper Her Due,irrelevant,"Article is about a Netflix movie, not a company's business news"
6168361,Uber appeals class-action status ruling in drivers' classification lawsuit,relevant,Article is about Uber's class-action lawsuit — company is the subject with material business impact
6144593,Uber Backlash In Mexico Heightens As Taxi Union Warns It May Stop Paying Fees,relevant,Article is about Uber's backlash in Mexico — company is the subject with material business impact
7060925,"Uber announces Carshare, which will allow people to loan out their car for money",relevant,Article is about Uber's new Carshare feature — company is the subject with material business impact
7831618,Teen scientists compete for Intel Science Talent Search awards,irrelevant,"Article is about a science competition, not a company's business"
7631382,The New Intel: How Nvidia Went From Powering Video Games To Revolutionizing Artificial Intelligence,irrelevant,"Article is about Nvidia, but not directly related to Intel's business"
6453398,Uber board approves measures limiting Kalanick's power,relevant,Article is about Uber's board approving measures to limit Kalanick's power — company is the subject with material business impact
3582261,Fans from all over converge on AT&T Stadium for Cowboys vs. Seahawks,irrelevant,"Article is about a sports event, not a company's business"
3916395,This New Netflix Hack Will Maximize Your Binge-Watching Potential,irrelevant,"Article is a consumer guide for Netflix, not business news"
114015,Mickey or Minnie Mouse Chair Desk for $29 + pickup at Walmart,irrelevant,"Article is a product listing for Walmart, not business news"
4078795,This new Netflix show looks like a scarier version of 'Stranger Things',irrelevant,"Article is about a Netflix show, not a company's business news"
7447042,"Summer League Intel Report: Notes, buzz from NBA execs on stars in the making",irrelevant,"Article is about NBA summer league, not a company's business"
4749810,This Weird Netflix Sci-Fi Show Is Great — Here's Why You Should Watch It Now,irrelevant,"Article is a review of a Netflix show, not business news"
3259727,Family had surprise party planned for grandmother killed in crash,irrelevant,"Article is about a family tragedy, not a company's business"
581580,Hoover vacuum sale: Save up to 59% at Walmart,irrelevant,"Article is a product sale listing for Walmart, not business news"
4528820,"This Weekend, Watch the Monster Movie That's Been Hiding on Netflix for Years",irrelevant,"Article is a review of a Netflix movie, not business news"
7857753,"The Best Gaming Motherboards For Intel Alder Lake, AMD Ryzen And More",irrelevant,"Article is a product review, not a company's business news"
8383782,Wells Fargo scandal should spur investors to demand stronger boards,irrelevant,"Article is about Wells Fargo scandal, but not directly related to a specific company's business"
3497580,Fans set to return to AT&T Pebble Beach Pro-Am next month,irrelevant,"Article is about a sports event, not a company's business"
4543575,A mini-series on the Thai cave rescue is heading to Netflix,irrelevant,"Article is about a Netflix show, not a company's business news"
